Model,TBS1052C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,4e-05
Sample Interval,3.2e-07
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
-3.200e-04,-3.2
-3.197e-04,-3.28
-3.194e-04,-3.36
-3.190e-04,-3.36
-3.187e-04,-3.28
-3.184e-04,-3.28
-3.181e-04,-3.2
-3.178e-04,-3.2
-3.174e-04,-3.12
-3.171e-04,-3.12
-3.168e-04,-3.04
-3.165e-04,-3.04
-3.162e-04,-2.96
-3.158e-04,-2.96
-3.155e-04,-2.88
-3.152e-04,-2.8
-3.149e-04,-2.72
-3.146e-04,-2.8
-3.142e-04,-2.72
-3.139e-04,-2.72
-3.136e-04,-2.64
-3.133e-04,-2.56
-3.130e-04,-2.56
-3.126e-04,-2.48
-3.123e-04,-2.48
-3.120e-04,-2.48
-3.117e-04,-2.4
-3.114e-04,-2.32
-3.110e-04,-2.32
-3.107e-04,-2.24
-3.104e-04,-2.24
-3.101e-04,-2.16
-3.098e-04,-2.08
-3.094e-04,-2.08
-3.091e-04,-2.08
-3.088e-04,-2
-3.085e-04,-2
-3.082e-04,-1.92
-3.078e-04,-1.92
-3.075e-04,-1.84
-3.072e-04,-1.84
-3.069e-04,-1.76
-3.066e-04,-1.76
-3.062e-04,-1.76
-3.059e-04,-1.68
-3.056e-04,-1.6
-3.053e-04,-1.6
-3.050e-04,-1.52
-3.046e-04,-1.52
-3.043e-04,-1.52
-3.040e-04,-1.44
-3.037e-04,-1.36
-3.034e-04,-1.36
-3.030e-04,-1.28
-3.027e-04,-1.2
-3.024e-04,-1.2
-3.021e-04,-1.2
-3.018e-04,-1.12
-3.014e-04,-1.12
-3.011e-04,-1.12
-3.008e-04,-1.04
-3.005e-04,-1.04
-3.002e-04,-0.96
-2.998e-04,-0.96
-2.995e-04,-0.88
-2.992e-04,-0.88
-2.989e-04,-0.8
-2.986e-04,-0.8
-2.982e-04,-0.8
-2.979e-04,-0.72
-2.976e-04,-0.64
-2.973e-04,-0.64
-2.970e-04,-0.64
-2.966e-04,-0.56
-2.963e-04,-0.56
-2.960e-04,-0.48
-2.957e-04,-0.48
-2.954e-04,-0.4
-2.950e-04,-0.4
-2.947e-04,-0.32
-2.944e-04,-0.32
-2.941e-04,-0.32
-2.938e-04,-0.24
-2.934e-04,-0.24
-2.931e-04,-0.16
-2.928e-04,-0.16
-2.925e-04,-0.16
-2.922e-04,-0.08
-2.918e-04,-0.08
-2.915e-04,0
-2.912e-04,0
-2.909e-04,0
-2.906e-04,0.08
-2.902e-04,0.08
-2.899e-04,0.16
-2.896e-04,0.16
-2.893e-04,0.16
-2.890e-04,0.24
-2.886e-04,0.24
-2.883e-04,0.32
-2.880e-04,0.32
-2.877e-04,0.32
-2.874e-04,0.4
-2.870e-04,0.48
-2.867e-04,0.48
-2.864e-04,0.48
-2.861e-04,0.56
-2.858e-04,0.56
-2.854e-04,0.64
-2.851e-04,0.64
-2.848e-04,0.64
-2.845e-04,0.72
-2.842e-04,0.72
-2.838e-04,0.8
-2.835e-04,0.8
-2.832e-04,0.8
-2.829e-04,0.88
-2.826e-04,0.88
-2.822e-04,0.88
-2.819e-04,0.96
-2.816e-04,0.96
-2.813e-04,0.96
-2.810e-04,1.04
-2.806e-04,1.04
-2.803e-04,1.12
-2.800e-04,1.12
-2.797e-04,1.12
-2.794e-04,1.12
-2.790e-04,1.2
-2.787e-04,1.28
-2.784e-04,1.28
-2.781e-04,1.36
-2.778e-04,1.36
-2.774e-04,1.36
-2.771e-04,1.36
-2.768e-04,1.44
-2.765e-04,1.44
-2.762e-04,1.52
-2.758e-04,1.52
-2.755e-04,1.52
-2.752e-04,1.6
-2.749e-04,1.6
-2.746e-04,1.6
-2.742e-04,1.68
-2.739e-04,1.68
-2.736e-04,1.76
-2.733e-04,1.76
-2.730e-04,1.84
-2.726e-04,1.84
-2.723e-04,1.84
-2.720e-04,1.84
-2.717e-04,1.92
-2.714e-04,1.92
-2.710e-04,1.92
-2.707e-04,2
-2.704e-04,2
-2.701e-04,2
-2.698e-04,2
-2.694e-04,2.08
-2.691e-04,2.08
-2.688e-04,2.16
-2.685e-04,2.16
-2.682e-04,2.16
-2.678e-04,2.16
-2.675e-04,2.24
-2.672e-04,2.24
-2.669e-04,2.32
-2.666e-04,2.32
-2.662e-04,2.32
-2.659e-04,2.32
-2.656e-04,2.4
-2.653e-04,2.4
-2.650e-04,2.4
-2.646e-04,2.48
-2.643e-04,2.48
-2.640e-04,2.48
-2.637e-04,2.56
-2.634e-04,2.56
-2.630e-04,2.56
-2.627e-04,2.64
-2.624e-04,2.64
-2.621e-04,2.64
-2.618e-04,2.72
-2.614e-04,2.72
-2.611e-04,2.72
-2.608e-04,2.8
-2.605e-04,2.8
-2.602e-04,2.8
-2.598e-04,2.88
-2.595e-04,2.88
-2.592e-04,2.88
-2.589e-04,2.96
-2.586e-04,2.96
-2.582e-04,2.96
-2.579e-04,2.96
-2.576e-04,3.04
-2.573e-04,3.04
-2.570e-04,3.04
-2.566e-04,3.12
-2.563e-04,3.12
-2.560e-04,3.12
-2.557e-04,3.2
-2.554e-04,3.2
-2.550e-04,3.2
-2.547e-04,3.2
-2.544e-04,3.28
-2.541e-04,3.28
-2.538e-04,3.28
-2.534e-04,3.36
-2.531e-04,3.36
-2.528e-04,3.36
-2.525e-04,3.36
-2.522e-04,3.44
-2.518e-04,3.44
-2.515e-04,3.52
-2.512e-04,3.44
-2.509e-04,3.28
-2.506e-04,2.96
-2.502e-04,3.2
-2.499e-04,3.28
-2.496e-04,3.28
-2.493e-04,3.28
-2.490e-04,3.28
-2.486e-04,3.28
-2.483e-04,3.2
-2.480e-04,3.2
-2.477e-04,3.12
-2.474e-04,3.12
-2.470e-04,3.04
-2.467e-04,3.04
-2.464e-04,2.96
-2.461e-04,2.96
-2.458e-04,2.88
-2.454e-04,2.88
-2.451e-04,2.8
-2.448e-04,2.8
-2.445e-04,2.72
-2.442e-04,2.72
-2.438e-04,2.64
-2.435e-04,2.56
-2.432e-04,2.56
-2.429e-04,2.56
-2.426e-04,2.48
-2.422e-04,2.48
-2.419e-04,2.4
-2.416e-04,2.32
-2.413e-04,2.32
-2.410e-04,2.32
-2.406e-04,2.24
-2.403e-04,2.24
-2.400e-04,2.24
-2.397e-04,2.08
-2.394e-04,2.08
-2.390e-04,2.08
-2.387e-04,2
-2.384e-04,2
-2.381e-04,1.92
-2.378e-04,1.92
-2.374e-04,1.84
-2.371e-04,1.84
-2.368e-04,1.76
-2.365e-04,1.76
-2.362e-04,1.68
-2.358e-04,1.68
-2.355e-04,1.6
-2.352e-04,1.6
-2.349e-04,1.6
-2.346e-04,1.52
-2.342e-04,1.52
-2.339e-04,1.44
-2.336e-04,1.44
-2.333e-04,1.36
-2.330e-04,1.36
-2.326e-04,1.36
-2.323e-04,1.28
-2.320e-04,1.28
-2.317e-04,1.2
-2.314e-04,1.12
-2.310e-04,1.12
-2.307e-04,1.12
-2.304e-04,1.04
-2.301e-04,1.04
-2.298e-04,1.04
-2.294e-04,0.96
-2.291e-04,0.88
-2.288e-04,0.88
-2.285e-04,0.8
-2.282e-04,0.8
-2.278e-04,0.8
-2.275e-04,0.72
-2.272e-04,0.72
-2.269e-04,0.64
-2.266e-04,0.64
-2.262e-04,0.56
-2.259e-04,0.56
-2.256e-04,0.56
-2.253e-04,0.48
-2.250e-04,0.48
-2.246e-04,0.4
-2.243e-04,0.4
-2.240e-04,0.32
-2.237e-04,0.32
-2.234e-04,0.32
-2.230e-04,0.24
-2.227e-04,0.24
-2.224e-04,0.24
-2.221e-04,0.16
-2.218e-04,0.08
-2.214e-04,0.08
-2.211e-04,0.08
-2.208e-04,0
-2.205e-04,0
-2.202e-04,0
-2.198e-04,-0.08
-2.195e-04,-0.08
-2.192e-04,-0.16
-2.189e-04,-0.16
-2.186e-04,-0.24
-2.182e-04,-0.16
-2.179e-04,-0.24
-2.176e-04,-0.24
-2.173e-04,-0.32
-2.170e-04,-0.4
-2.166e-04,-0.32
-2.163e-04,-0.4
-2.160e-04,-0.4
-2.157e-04,-0.4
-2.154e-04,-0.48
-2.150e-04,-0.48
-2.147e-04,-0.56
-2.144e-04,-0.56
-2.141e-04,-0.56
-2.138e-04,-0.64
-2.134e-04,-0.64
-2.131e-04,-0.64
-2.128e-04,-0.72
-2.125e-04,-0.8
-2.122e-04,-0.8
-2.118e-04,-0.8
-2.115e-04,-0.88
-2.112e-04,-0.88
-2.109e-04,-0.96
-2.106e-04,-0.96
-2.102e-04,-0.96
-2.099e-04,-0.96
-2.096e-04,-1.04
-2.093e-04,-1.04
-2.090e-04,-1.04
-2.086e-04,-1.12
-2.083e-04,-1.12
-2.080e-04,-1.12
-2.077e-04,-1.2
-2.074e-04,-1.28
-2.070e-04,-1.28
-2.067e-04,-1.28
-2.064e-04,-1.28
-2.061e-04,-1.36
-2.058e-04,-1.36
-2.054e-04,-1.44
-2.051e-04,-1.44
-2.048e-04,-1.44
-2.045e-04,-1.52
-2.042e-04,-1.52
-2.038e-04,-1.52
-2.035e-04,-1.6
-2.032e-04,-1.6
-2.029e-04,-1.6
-2.026e-04,-1.68
-2.022e-04,-1.68
-2.019e-04,-1.68
-2.016e-04,-1.76
-2.013e-04,-1.76
-2.010e-04,-1.76
-2.006e-04,-1.76
-2.003e-04,-1.84
-2.000e-04,-1.84
-1.997e-04,-1.92
-1.994e-04,-1.92
-1.990e-04,-1.92
-1.987e-04,-2
-1.984e-04,-2
-1.981e-04,-2
-1.978e-04,-2
-1.974e-04,-2.08
-1.971e-04,-2.16
-1.968e-04,-2.16
-1.965e-04,-2.16
-1.962e-04,-2.16
-1.958e-04,-2.16
-1.955e-04,-2.24
-1.952e-04,-2.24
-1.949e-04,-2.24
-1.946e-04,-2.32
